frame.number,frame.time,wlan_radio.signal_db,wlan_radio.channel,wlan.ssid,_ws.col.protocol,ip.ttl,wlan.bssid,wlan.sa,wlan.ta,wlan.ra,wlan.da,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.flags,_ws.col.info,frame.len,frame.time_delta_displayed,ppi_gps.lat,ppi_gps.lon,"ppi_gps.alt"
12,"Mar 14, 2025 13:39:23.517950684 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=46, FN=0, Flags=...P...T",50,0.003135087,,,""
13,"Mar 14, 2025 13:39:23.524615004 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,,,,,,"QoS Data, SN=15, FN=0, Flags=.p.....T",406,0.006664320,,,""
14,"Mar 14, 2025 13:39:23.524628468 Pakistan Standard Time",,1,,802.11,,,,,f6:46:ab:78:83:37,,,,,,,"Acknowledgement, Flags=........",36,0.000013464,,,""
15,"Mar 14, 2025 13:39:23.528666413 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,,,,,,"QoS Data, SN=15, FN=0, Flags=.p..R..T",406,0.004037945,,,""
16,"Mar 14, 2025 13:39:23.537739048 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,,,,,,"QoS Data, SN=15, FN=0, Flags=.p..R..T",406,0.009072635,,,""
17,"Mar 14, 2025 13:39:23.537972389 Pakistan Standard Time",,1,,802.11,,,,,f6:46:ab:78:83:37,,,,,,,"Acknowledgement, Flags=........",36,0.000233341,,,""
18,"Mar 14, 2025 13:39:23.538750394 Pakistan Standard Time",,1,,802.11,,,,,82:a3:fb:8b:c0:d1,,,,,,,"Acknowledgement, Flags=........",36,0.000778005,,,""
19,"Mar 14, 2025 13:39:23.580036369 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=808, FN=0, Flags=.p..R..T",155,0.041285975,,,""
20,"Mar 14, 2025 13:39:23.580050637 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=808, FN=0, Flags=.p..R..T",155,0.000014268,,,""
21,"Mar 14, 2025 13:39:23.580343752 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=808, FN=0, Flags=.p..R..T",155,0.000293115,,,""
22,"Mar 14, 2025 13:39:23.580711037 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=808, FN=0, Flags=.p..R..T",155,0.000367285,,,""
23,"Mar 14, 2025 13:39:23.612332707 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.031621670,,,""
24,"Mar 14, 2025 13:39:23.612345412 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000012705,,,""
25,"Mar 14, 2025 13:39:23.613443555 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001098143,,,""
26,"Mar 14, 2025 13:39:23.613453904 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000010349,,,""
27,"Mar 14, 2025 13:39:23.617944325 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=32, FN=0, Flags=...P...T",50,0.004490421,,,""
28,"Mar 14, 2025 13:39:23.617960818 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000016493,,,""
29,"Mar 14, 2025 13:39:23.636454923 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=711, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.018494105,,,""
30,"Mar 14, 2025 13:39:23.639910181 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Data, SN=2100, FN=0, Flags=.pm...F.",404,0.003455258,,,""
31,"Mar 14, 2025 13:39:23.643109149 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Data, SN=2101, FN=0, Flags=.p....F.",404,0.003198968,,,""
32,"Mar 14, 2025 13:39:23.668395192 Pakistan Standard Time",,1,Abh Main,802.11,,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=1066, FN=0, Flags=........, BI=98, SSID=""Abh Main""",270,0.025286043,,,""
33,"Mar 14, 2025 13:39:23.673746338 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=33, FN=0, Flags=.......T",50,0.005351146,,,""
34,"Mar 14, 2025 13:39:23.673762536 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000016198,,,""
35,"Mar 14, 2025 13:39:23.673766281 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000003745,,,""
36,"Mar 14, 2025 13:39:23.675316670 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001550389,,,""
37,"Mar 14, 2025 13:39:23.675327281 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000010611,,,""
38,"Mar 14, 2025 13:39:23.693364215 Pakistan Standard Time",,1,<MISSING>,802.11,,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,70:4f:57:aa:c1:f2,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=3007, FN=0, Flags=........, BI=100, SSID=Wildcard (Broadcast)",224,0.018036934,,,""
39,"Mar 14, 2025 13:39:23.717976552 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=34, FN=0, Flags=...P...T",50,0.024612337,,,""
40,"Mar 14, 2025 13:39:23.717990771 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000014219,,,""
41,"Mar 14, 2025 13:39:23.735287176 Pakistan Standard Time",,1,,802.11,,b0:4e:26:ec:47:62,f6:46:ab:78:83:37,f6:46:ab:78:83:37,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,,,,,,"QoS Null function (No data), SN=96, FN=0, Flags=...P...T",52,0.017296405,,,""
42,"Mar 14, 2025 13:39:23.735470873 Pakistan Standard Time",,1,,802.11,,,,,f6:46:ab:78:83:37,,,,,,,"Acknowledgement, Flags=........",36,0.000183697,,,""
43,"Mar 14, 2025 13:39:23.772889450 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=35, FN=0, Flags=.......T",50,0.037418577,,,""
44,"Mar 14, 2025 13:39:23.772906315 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000016865,,,""
45,"Mar 14, 2025 13:39:23.773076649 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000170334,,,""
46,"Mar 14, 2025 13:39:23.773083479 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000006830,,,""
47,"Mar 14, 2025 13:39:23.774788970 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001705491,,,""
48,"Mar 14, 2025 13:39:23.774798587 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000009617,,,""
49,"Mar 14, 2025 13:39:23.812902851 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.038104264,,,""
50,"Mar 14, 2025 13:39:23.812914536 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000011685,,,""
51,"Mar 14, 2025 13:39:23.815769650 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.002855114,,,""
52,"Mar 14, 2025 13:39:23.815780829 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000011179,,,""
53,"Mar 14, 2025 13:39:23.816178785 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000397956,,,""
54,"Mar 14, 2025 13:39:23.816186735 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007950,,,""
55,"Mar 14, 2025 13:39:23.841289991 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=713, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.025103256,,,""
56,"Mar 14, 2025 13:39:23.852397258 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=37, FN=0, Flags=.......T",50,0.011107267,,,""
57,"Mar 14, 2025 13:39:23.852410220 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000012962,,,""
58,"Mar 14, 2025 13:39:23.852414350 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000004130,,,""
59,"Mar 14, 2025 13:39:23.852417189 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000002839,,,""
60,"Mar 14, 2025 13:39:23.854243628 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.001826439,,,""
61,"Mar 14, 2025 13:39:23.855520497 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001276869,,,""
62,"Mar 14, 2025 13:39:23.855528904 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008407,,,""
63,"Mar 14, 2025 13:39:23.858551088 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.003022184,,,""
64,"Mar 14, 2025 13:39:23.858605307 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000054219,,,""
65,"Mar 14, 2025 13:39:23.858773663 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000168356,,,""
66,"Mar 14, 2025 13:39:23.863174772 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.004401109,,,""
67,"Mar 14, 2025 13:39:23.866505223 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=827, FN=0, Flags=.p..R..T",153,0.003330451,,,""
68,"Mar 14, 2025 13:39:23.867155941 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=827, FN=0, Flags=.p..R..T",150,0.000650718,,,""
69,"Mar 14, 2025 13:39:23.867165648 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000009707,,,""
70,"Mar 14, 2025 13:39:23.894299779 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.027134131,,,""
71,"Mar 14, 2025 13:39:23.898759470 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.004459691,,,""
72,"Mar 14, 2025 13:39:23.899928219 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001168749,,,""
73,"Mar 14, 2025 13:39:23.899939766 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000011547,,,""
74,"Mar 14, 2025 13:39:23.901654712 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001714946,,,""
75,"Mar 14, 2025 13:39:23.901758653 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000103941,,,""
76,"Mar 14, 2025 13:39:23.901768933 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=38, FN=0, Flags=...P...T",50,0.000010280,,,""
77,"Mar 14, 2025 13:39:23.901808075 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000039142,,,""
78,"Mar 14, 2025 13:39:23.957420516 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=39, FN=0, Flags=.......T",50,0.055612441,,,""
79,"Mar 14, 2025 13:39:23.957433152 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000012636,,,""
80,"Mar 14, 2025 13:39:23.957436511 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000003359,,,""
81,"Mar 14, 2025 13:39:23.957439411 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000002900,,,""
82,"Mar 14, 2025 13:39:23.959516975 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.002077564,,,""
83,"Mar 14, 2025 13:39:23.962112789 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.002595814,,,""
84,"Mar 14, 2025 13:39:23.962121218 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008429,,,""
85,"Mar 14, 2025 13:39:23.974556289 Pakistan Standard Time",,1,,802.11,,,,,9e:b9:15:85:45:1c,,,,,,,"Acknowledgement, Flags=........",36,0.012435071,,,""
86,"Mar 14, 2025 13:39:24.001153916 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,1e:9a:83:99:bd:0c,1e:9a:83:99:bd:0c,,,,,,"Probe Response, SN=715, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.026597627,,,""
87,"Mar 14, 2025 13:39:24.005928789 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,1e:9a:83:99:bd:0c,1e:9a:83:99:bd:0c,,,,,,"Probe Response, SN=716, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.004774873,,,""
88,"Mar 14, 2025 13:39:24.007662953 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,1e:9a:83:99:bd:0c,1e:9a:83:99:bd:0c,,,,,,"Probe Response, SN=717, FN=0, Flags=........, BI=100, SSID=""Abh2""",378,0.001734164,,,""
89,"Mar 14, 2025 13:39:24.046044586 Pakistan Standard Time",,1,Abh2,802.11,,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,b0:4e:26:ec:47:62,ff:ff:ff:ff:ff:ff,ff:ff:ff:ff:ff:ff,,,,,,"Beacon frame, SN=718, FN=0, Flags=........, BI=100, SSID=""Abh2""",279,0.038381633,,,""
90,"Mar 14, 2025 13:39:24.057528468 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:08,,,,,,"Null function (No data), SN=41, FN=0, Flags=.......T",50,0.011483882,,,""
91,"Mar 14, 2025 13:39:24.057543553 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Acknowledgement, Flags=........",36,0.000015085,,,""
92,"Mar 14, 2025 13:39:24.057547166 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.000003613,,,""
93,"Mar 14, 2025 13:39:24.057550380 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000003214,,,""
94,"Mar 14, 2025 13:39:24.059501636 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.001951256,,,""
95,"Mar 14, 2025 13:39:24.059509530 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000007894,,,""
96,"Mar 14, 2025 13:39:24.062476416 Pakistan Standard Time",,1,,802.11,,,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,,,,,,,"Request-to-send, Flags=........",42,0.002966886,,,""
97,"Mar 14, 2025 13:39:24.062484711 Pakistan Standard Time",,1,,802.11,,,,,48:8e:ef:b4:10:08,,,,,,,"Clear-to-send, Flags=........",36,0.000008295,,,""
98,"Mar 14, 2025 13:39:24.065199479 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=839, FN=0, Flags=.p..R..T",157,0.002714768,,,""
99,"Mar 14, 2025 13:39:24.065462201 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000262722,,,""
100,"Mar 14, 2025 13:39:24.065467783 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000005582,,,""
101,"Mar 14, 2025 13:39:24.065865605 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000397822,,,""
102,"Mar 14, 2025 13:39:24.065872173 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000006568,,,""
103,"Mar 14, 2025 13:39:24.066192371 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000320198,,,""
104,"Mar 14, 2025 13:39:24.066196951 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000004580,,,""
105,"Mar 14, 2025 13:39:24.066904786 Pakistan Standard Time",,1,,802.11,,,,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,,,,,,,"Request-to-send, Flags=........",42,0.000707835,,,""
106,"Mar 14, 2025 13:39:24.066910720 Pakistan Standard Time",,1,,802.11,,,,,6e:17:48:db:f2:d6,,,,,,,"Clear-to-send, Flags=........",36,0.000005934,,,""
107,"Mar 14, 2025 13:39:24.066915986 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=839, FN=0, Flags=.p..R..T",157,0.000005266,,,""
108,"Mar 14, 2025 13:39:24.066922220 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=840, FN=0, Flags=.p.....T",159,0.000006234,,,""
109,"Mar 14, 2025 13:39:24.066926578 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=841, FN=0, Flags=.p.....T",159,0.000004358,,,""
110,"Mar 14, 2025 13:39:24.066930811 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=842, FN=0, Flags=.p.....T",159,0.000004233,,,""
111,"Mar 14, 2025 13:39:24.066935146 Pakistan Standard Time",,1,,802.11,,48:8e:ef:b4:10:08,6e:17:48:db:f2:d6,6e:17:48:db:f2:d6,48:8e:ef:b4:10:08,48:8e:ef:b4:10:01,,,,,,"QoS Data, SN=843, FN=0, Flags=.p.....T",159,0.000004335,,,""
